Item Name,Sentiment,Review
Pub Mix,1,"My Dad gets these when we make our weekly trip to the club store. They were out and I didn't want to make another trip to a further away club the next week... He REALLY likes them and I like to do what I can to make my Dad happy, y'know?!?... so I checked Amazon expecting them to be double the price of the club store. Granted, they were only 50¢ cheaper but free shipping versus a one hour round trip and gas and it was a no-brainer!"
Pub Mix,1,"This is a great snack to munch on. I've been buying this for five years from Costco. Since they haven't had any in stock for a while, I decided to order from Amazon. Glad I did. I enjoy this snack mixture so much. A good variety of pretzels, sesame crackers and other crackers. The only thing that is lacking a handful or two of nuts and seeds. Will continue to buy. It's my go to snack."
Pub Mix,1,"Edit: May 2020. I’ve ordered the Pub Mix 3 times already. I’m asked by family members to order before we even run out! Each time received it’s sealed, fresh, and crunchy! Original review: I read mixed reviews on this. I purchased the 44 oz. Pub Mix. which is almost 3 pounds, quite a lot for the low cost. I saw great reviews and negative reviews so did not know what to expect. In my experience the date was good, canister was sealed completely under the lid, and best thing was the whole mix tastes excellent. Probably the best dry snack mix I’ve ever tasted to be honest. There is a perfect mix of a variety of pieces, different shapes and sizes, even some pieces that are very slightly sweetened to balance the salty, seasoned flavor! But, not too salty by any means... just right. Highly recommended."
Pub Mix,1,"size, packaging, taste, value all good"
Pub Mix,1,"I bought this for my 13 year old son. I really didnt think i would like it. I thought it would have an odd taste. I was surprised at the flavors! Of course it has way more of the pieces i dont like, the breadsticks and twisty bread sticks. This isnt gardettos, but it isnt garbage either. Also, my son first bought a tub for 12$ at tractor supply. So this is a far better deal"
Pub Mix,1,"YUM, YUM LOVE THESE! I picked up a container of these at a store just for little snacks. We all loved them and everything that came in this container. Many times when you get a mix similar to this you find some things inside that you don't like and pick out what you like. Not this one, In my house everyone loves every single piece. I went back to that store and they didn't have these anymore, they were just there for Christmas. I looked on line. I found these in Amazon.com. This container was over two times the weight of the one I purchased the first time, and only $2.00 more. I got a real deal here from Amazon. I would have ordered more but this was the last one in stock. I'll check back again soon and order a couple more."
Pub Mix,1,"Been ordering tubs of Utz Pub Mix for the past year an a half and all of them have been delivered intact. One had a loose inner seal, and yes a few have dates that aren't months out, but those are just best by dates or freshness guarantees and they've stayed fresher than the Goldfish milk carton I work through for my lunch snack. Good mix of snacks. Some broken pieces, but overall good."
Pub Mix,1,"Tried it, loved it, addicted to it,"
Pub Mix,1,"This was orderd, shipped and received in 24 hours. Wich is amazingly fast and I couldn't be happier. The jar is tall rather than a big circumference and it has an easy to grip and open lid. The mix is good. I love all the flavors in there. The mustardy one is my favorite. I recommend this to anyone that needs a quick and clean snack to have with their domestic beer and football game. I have it with Pelegrino and Tivo recordings. There's really no complaint about anything, it's a great snack."
Pub Mix,1,"My husband bought pecans for baking. I decided I'd have a handful and ended up having several handfuls. Realizing I needed to replace them, I got on Amazon & put a bag of pecans in the cart. I then decided I should look for a snack, so I don't get into my husband's nuts again. I got the Pub Mix and then decided I should get something sweet, too. I choose cookies dipped in chocolate with a hazelnut cream. Well, I was up to $44 when I went to check out. So, I put the nuts back. The Pub Mix arrived quickly and fresh, although I had thought it would taste more like Gardetto's. Side note, my cookies were canceled due to being 'undeliverable'."
Pub Mix,1,"Savory, a hearty blend that actually has a good pretzel balance. I don't care for pretzels, and this thing didn't fall short on the savory bread twists and rye chips. This item is going to last a while too, there's quite a lot here. The canister is filled up to the lid with greatness."
Pub Mix,1,This was very good and great value. It was very fresh an delicious. Loaded with pretzels which I loved. I have to resist buying again anytime soon because I'm on a diet and couldn't stop eating these. I will purchase again once I meet my goal. So delucious
Pub Mix,1,"Classic pub mix. This mix is great to snack on. The pretzel sticks are great, even though there are a lot of pretzels there are also cheese covered twists and plenty of other crunchy snacks inside (rye chips and sesame sticks etc). We’ve bought this a number of times and keep going back to it. The container is big and lasts a long time and stays perfectly fresh inside! They also make a great place to store change when you’ve finished it."
Pub Mix,1,"I eat this tasty tub until it goes empty. It lasts about 3 days. I add a 1 lb. bag of m and m trail mix to the tasty tub and it lasts about one week. I buy this fresh PUB mix from Amazon regularly. It's crunchy, tasty and addictive. Highly recommend."
Pub Mix,1,"I have ordered this Pub Mix a bunch of times but this is my first time reviewing it. I received another tub today with 3 months left until product expiration. The Mix is fresh and tastes great (although if I were the manufacturer, I'd cut down on Pretzel and Twist Stick content and increase Rice Cracker, Sesame squares and Flat Cracker content! ;-p). Amount for the price is very reasonable and since this mix contains no spicy items, this is a great mix for grown-ups and kids alike... way more interesting than Cheez-its, plain pretzels, etc. Shipping was great... hardly any breakage/crumbs. Thank You UTZ & Amazon! ;-p Recommend!"
Pub Mix,1,"I ordered this because I was looking for something to eat as a small meal. I eat about 5 small meals a day as compared to the 3 regular meals that I believe most people eat (but add in snacks, and I think most people probably eat 5 times a day). When it came in, my husband actually got to it before I did. He raved about it. Once I tried it, I wholeheartedly agreed. It is excellent. It also leaves you feeling like you ate something relatively healthy, not all gross like, say, chips. We are darn near fighting over the last of it before more comes in (Thank goodness for Amazon Prime!). I would recommend purchasing multiples right from the start, because I know I regret that I did not."
Pub Mix,1,It will be better to receive the product with a longer expiry date! mine expiry on Jan 2022!!
Pub Mix,1,"I have bought this several times. The contents are always fresh, rarely has broken pieces, and is tasty. I have recommended Utz Pub Mix to several friends and they have all told me they have gone back and purchased again. Nice mix for yourself or any group you are entertaining as there is a selection for everyone."
Pub Mix,1,"I love to snack on occasion and these are perfect. I've had these sent to a great nephew newly in the military and a young boy as just a 'thinking of you' type of thing. I'm not into health food, but as snacks go, this isn't as bad as some others. These stay fresh a long time and the kids in the family all love them once in a while. If I'm feeling a bit hungry, but not really, a small handful of these cures me right up. They're quick to grab."
Pub Mix,1,I like the all in one snack as Im sitting at the desk with my favorite beverage or grabbing handfuls for my lunch snack bag. Utz quality is a BUY.
Pub Mix,1,Oh my goodness! What can I say about this Pub mix! Except please don’t ever stop offering it! I have it on a subscription to send to my house as me and my family love to munch on it every night! I’ll even send a container to one of our friends to get addicted to it with me at the beach! It’s a great value is a large container and it is absolutely delicious!
Pub Mix,1,I buy this mix with every order I make. My whole family loves it. If I don't have a Pub Mix open the adult kids well anyone gets one from the pantry and opens it. If we're watching Georgia or Jaguar football an entire container is emptied. Now with the Olympic Games on the horizon I need to start stocking up now!
Pub Mix,1,"One of my all time favorites! Wish the lid hadn’t changed though, miss the slotted top - now it’s a simple flat screw on lid."
Pub Mix,1,"I love this stuff. My Dad introduced this to me about a decade ago, and since, it has been our go-to snack. It is a perfect blend of a wonderful mix of savory snacks. Better than anything else. To top it all off, it is from the largest independently held snack food company. That means supporting 'small business.' Just buy the stuff. If you've made it this far into the reviews, you know already this is fantastic. Even my dog loves this stuff. Although I usually only part with the pretzels. My slogan? Get what you love. Utz Pub Mix."
Pub Mix,1,"I found this product on a food site but it sold out, so I looked it up on Amazon. It is much less expensive than the 'buy in bulk, save a ton' website which ironically saved me even more by not having to buy 50+ dollars of giant boxes of food that ends up taking over valuable pantry space for months to come just to get free shipping. This mix of yummies really are delicious and very different from the usual bag of chex mix and if you're missing the chex, just add some! Simple!! It arrived on time, was very fresh and unfortunately, won't last long at all. Luckily I have this really great seller on Amazon that sells it at an amazing price! And now, so do you..."
Pub Mix,1,"This pub mix is a flavor explosion that delights the taste buds and satisfies snack cravings like no other. What sets this pub mix apart is its irresistible combination of savory and crunchy elements. With every handful, you're treated to a symphony of flavors, from the zesty tang of seasoned pretzels to the satisfying crunch of roasted nuts. It's a medley that keeps you coming back for more. The quality of this pub mix is evident from the first bite. Each component is carefully selected and expertly seasoned, resulting in a perfectly balanced snack. The attention to detail and commitment to delivering a delicious experience shines through with every munch. Whether you're hosting a gathering or enjoying a solo movie night, this pub mix is the ultimate companion. It's versatile and addictive, making it a crowd-pleaser for any occasion. It's also a great option for those moments when you simply want to treat yourself to a delectable snack. What I appreciate most about this pub mix is its freshness. The packaging ensures that the mix remains crisp and flavorful, even after opening. It's a testament to the dedication to quality and customer satisfaction. If you're seeking a mouthwatering snack that's sure to please, this pub mix is a must-try. Treat yourself to the delightful explosion of flavors and textures that will keep you reaching for more. Indulge in this delicious pub mix experience and elevate your snacking game."
Pub Mix,1,Good mixture with lots of crunch. Yummy
Pub Mix,1,Will keep one tub and give the 2nd tub to a friend.
Pub Mix,1,"Utz Pub Mix - 44 Ounce Barrel is a tasty snack suitable for anytime. The flavor and variety are great (the rye chips are a wee bit hard, but I can suck on those) and the seasonings are good as well. I like the resealable container that helps keep the Pub Mix fresh longer. I also like that there is no cholesterol in this mix. Utz Pub Mix is quite a bit healthier than many snack options, with low fat, carbs and sugar. There was a little settling of contents during shipping, but not much. I've ordered some snack mixes in the past where I end up with containers of tasty dust after transit. The plastic barrel seems to help with that. I would definitely order this again."
Pub Mix,1,"There is something for everyone in UTZ's pub mix! Honey mustard twistix (my fave!), cheddar cheese twistix, honey mustard sesame chips, Oriental rice crackers, nacho bagel chips, pretzel stix and Worcestershire rye chips make up the pub mix. Lots of delicious flavors. Comes in a 44oz container with a resealable lid that does a great job of keeping the mix nice and fresh. Perfect for parties and snacking. I got one for my niece to take back to college last year and she loved it. The price is incredibly reasonable; its actually quite low for the variety of snacks included and the 44oz size container. Enjoy!"
Pub Mix,1,The price makes this product worth it! You’re paying like six dollars for a big jug of trail mix basically. And it’s really delicious. At first I wasn’t the biggest fan but as I had it for a while and but I snacked on it for a while it really grew on me and then I bought another one so obviously I’m a fan. I think the tastes is muted in some aspects but there’s a lot of different unique flavors within the mix and I think that helps. The two times I bought it it came fresh and delicious so I have no complaints and I recommend it because at this price it’s literally worth it just to try it.
Pub Mix,1,My son loves this mix! I got it for him because he has been wanting to get a different kind of snack. Wow I have never heard him say so much about a product I got for him. Each time he finds a new thing he brings me 1 and only 1 lol. He's going to the UTZ website so he can figure out what all the different things are! We got this yesterday and he already has 1/4 of container gone! But I would rather these snacks than sugar snacks. We both love UTZ products anyways this just upped them more in our book! We definitely Recommend this product for a great snack anytime or for a party snack but I don't know if you would want to share lol if you have to share buy 2 jugs 1 for home and 1 to share Everyone will love and ask where you got them!!! Couldn't get a picture my son hid the jug!!!
Pub Mix,1,"This mix is so good. Right out of the box, the first thing I noticed was that it was a lot bigger than I thought it'd be. It's huge! For $6.99 I was very pleasantly surprised. Looking at the jar, the quality of the plastic container is great, and the twist-lid design is really neat. Opening it up, you're met with a mouth watering smell of the snack mix seasonings, and will instantly want to dig in! The taste of the mix itself is great, each snack type offers a different texture and taste. If you're like me, you'll have a favorite and start picking through it to find the ones you like, but they're honestly all really good. I have to stop myself from going through half the container on the first day, they're just that tasty!"
Pub Mix,1,"Sent these to my BFF as part of a care package. She has been hopsitalized with lukemia for the last three months. The barrel of crackers arrived when she was having a particularly difficult time with nausea. She called me that same day to tell me that I ""saved her"" because the crackers were the only things she could keep down. She loved them and raved about how large the container was. Evidently her husband liked the barrel too, because they mysteriously disappeared from her hospital room!"
Pub Mix,1,Very good snack
Pub Mix,1,"I just had to buy it again. I bought it for myself but apparently it is now a household favorite! Probably I will be buying a third one pretty soon. This snacks come in a generous size bottle that keeps them crisp and fresh. Different pieces have each a distinct flavor and type of crunchiness. Such a great combination of flavors that are perfect for a party or reunion, or like we do, just for snacking at home or carry some in a zip lock while running errands and such. Will be buying again for sure."
Pub Mix,1,"This Pub Mix is positively addictive. It’s not too salty and has a nice variety of flavors. I like the Asian style crackers in the mix, especially the sweet-salty sesame ones. I am not a fan of most cracker snacks and chips. But this mix is good as it goes with any drink - wine, beer or soda. I buy it to have at home and have also made gift baskets for friends with wine, cheeses and cookies."
Pub Mix,1,"Oh my goodness! I love this stuff! I am definitely going to be re-purchasing this, before the days of social distancing I would frequently purchase those massive 1kg (2.2 pounds) bags of reeses pieces, but I stopped buying them because I would eat the entire bag in one sitting. This product is amazing, all of the pieces taste wonderful, there are all unique flavors but somehow they blend together to taste amazing. I can't describe it but I think this is my new favorite snack, I love it, I will definitely be buying this again!"
Rice-a-roni,1,"I opened my box and heard a rattling sound. As I pulled them out, I could hear the rattling in the bottom of the box. Two of the pasta ones were empty, the foil lid off and the pasta and powdery flavoring were spilled all into the bottom of the box. If when you get yours you hear a rattle in the bottom, don’t open the box, just return it as is and request another or a refund."
Rice-a-roni,1,"It is what it is.... a quick, convenient snack."
Rice-a-roni,1,My daughter loves these . Its something quick and easy for kids to make.
Rice-a-roni,1,Order twice and both times the food was opened and spilled all over in the box will not order again
Rice-a-roni,1,These are so yummy and great for work and on the go .
Rice-a-roni,1,"My granddaughter loves cheesy rice. She loves this brand and it’s a perfect lunch treat for her. Also, I just had gallbladder surgery and it seems to sit well on my stomach. Will definitely purchase more."
Rice-a-roni,1,"If I am having steak, this makes for a tasty, and easy side. No extra dish to wash, and cooks in less time than the steak."
Rice-a-roni,1,"It's obviously cheaper to buy the regular boxes of this and cook it on the stove. But that takes time. And access to a stove. And sometimes, you don't have either. But as long as you have a microwave, you can't beat getting a tasty meal in just a few minutes making one of these."
Rice-a-roni,1,"This rice has amazing flavor & is ready in just 3 1/2 minutes! Shopping for pantry items is a must, this is a great deal & the pack lasted me almost 2 months. Only con: the fill to water line inside the cup is reeeaaaallly faint. So sometimes I had more watery rice & sometimes the rice was more dry"
Rice-a-roni,1,"Perfect size, perfect taste, Great price!

I like to heat canned chicken along with it. Canned tuna in oil is okay but I have an allergy to fish."
Rice-a-roni,1,Product packaging was open in delivery box at no fault to the delivery driver it was in a sealed box in another sealed box but was still open enough to spill out the pasta starch particles.
Rice-a-roni,1,"the pasta cups had unsealed lids, other 9 cups were good."
Rice-a-roni,1,Easy to do for my younger kids to eat while the older ones were at school. Some quick and simple. Well worth the money.
Rice-a-roni,1,Tastes good and easy to make. Wish the jalapeño one was sold in bulk.
Rice-a-roni,1,Like this when in hurry
Rice-a-roni,1,Flavor is great but cup overflows while cooking in the microwave. I usually add water as directed and put in a different container/bowl to cook.
